# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-08-17 16:24:43 EDT       (caww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01105933 PASKAMANSET RIVER NEAR SOUTH DARTMOUTH, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01105933
#            TS   parameter     statistic     Description
#         64270       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	64270_00060_00003	64270_00060_00003_cd
USGS	01105933	1997-06-14	14.0	A
USGS	01105933	1997-06-15	12.0	A
USGS	01105933	1997-06-16	10.0	A
USGS	01105933	1997-06-17	9.20	A
USGS	01105933	1997-06-18	9.00	A
USGS	01105933	1997-06-19	12.0	A
USGS	01105933	1997-06-20	8.60	A
USGS	01105933	1997-06-21	6.90	A
USGS	01105933	1997-06-22	7.20	A
USGS	01105933	1997-06-23	37.0	A
USGS	01105933	1997-06-24	28.0	A
USGS	01105933	1997-06-25	17.0	A
USGS	01105933	1997-06-26	13.0	A
USGS	01105933	1997-06-27	12.0	A
USGS	01105933	1997-06-28	9.00	A
USGS	01105933	1997-06-29	7.10	A
USGS	01105933	1997-06-30	5.80	A
USGS	01105933	1997-07-01	4.90	A
USGS	01105933	1997-07-02	5.60	A
USGS	01105933	1997-07-03	5.20	A
USGS	01105933	1997-07-04	8.80	A
USGS	01105933	1997-07-05	8.10	A
USGS	01105933	1997-07-06	5.10	A
USGS	01105933	1997-07-07	3.80	A
USGS	01105933	1997-07-08	3.10	A
USGS	01105933	1997-07-09	2.80	A
USGS	01105933	1997-07-10	2.70	A
USGS	01105933	1997-07-11	2.40	A
USGS	01105933	1997-07-12	2.10	A
USGS	01105933	1997-07-13	1.90	A
USGS	01105933	1997-07-14	1.80	A
USGS	01105933	1997-07-15	1.50	A
USGS	01105933	1997-07-16	1.40	A
USGS	01105933	1997-07-17	1.30	A
USGS	01105933	1997-07-18	1.10	A
USGS	01105933	1997-07-19	0.97	A
USGS	01105933	1997-07-20	0.81	A
USGS	01105933	1997-07-21	0.78	A
USGS	01105933	1997-07-22	8.20	A
USGS	01105933	1997-07-23	5.80	A
USGS	01105933	1997-07-24	3.10	A
USGS	01105933	1997-07-25	9.60	A
USGS	01105933	1997-07-26	18.0	A
USGS	01105933	1997-07-27	9.40	A
USGS	01105933	1997-07-28	5.20	A
USGS	01105933	1997-07-29	3.20	A
USGS	01105933	1997-07-30	2.10	A
USGS	01105933	1997-07-31	1.70	A
USGS	01105933	1997-08-01	1.40	A
USGS	01105933	1997-08-02	1.20	A
USGS	01105933	1997-08-03	1.10	A
USGS	01105933	1997-08-04	1.60	A
USGS	01105933	1997-08-05	2.10	A
USGS	01105933	1997-08-06	4.60	A
USGS	01105933	1997-08-07	14.0	A
USGS	01105933	1997-08-08	6.80	A
USGS	01105933	1997-08-09	4.50	A
USGS	01105933	1997-08-10	3.60	A
USGS	01105933	1997-08-11	2.50	A
USGS	01105933	1997-08-12	2.00	A
USGS	01105933	1997-08-13	1.80	A
USGS	01105933	1997-08-14	7.00	A
USGS	01105933	1997-08-15	4.30	A
USGS	01105933	1997-08-16	2.70	A
USGS	01105933	1997-08-17	2.10	A
USGS	01105933	1997-08-18	19.0	A
USGS	01105933	1997-08-19	21.0	A
USGS	01105933	1997-08-20	12.0	A
USGS	01105933	1997-08-21	24.0	A
USGS	01105933	1997-08-22	61.0	A
USGS	01105933	1997-08-23	60.0	A
USGS	01105933	1997-08-24	37.0	A
USGS	01105933	1997-08-25	20.0	A
USGS	01105933	1997-08-26	16.0	A
USGS	01105933	1997-08-27	14.0	A
USGS	01105933	1997-08-28	13.0	A
USGS	01105933	1997-08-29	15.0	A
USGS	01105933	1997-08-30	20.0	A
USGS	01105933	1997-08-31	15.0	A
USGS	01105933	1997-09-01	13.0	A
USGS	01105933	1997-09-02	12.0	A
USGS	01105933	1997-09-03	11.0	A
USGS	01105933	1997-09-04	10.0	A
USGS	01105933	1997-09-05	8.50	A
USGS	01105933	1997-09-06	7.10	A
USGS	01105933	1997-09-07	6.40	A
USGS	01105933	1997-09-08	5.80	A
USGS	01105933	1997-09-09	5.50	A
USGS	01105933	1997-09-10	5.10	A
USGS	01105933	1997-09-11	4.70	A
USGS	01105933	1997-09-12	9.00	A
USGS	01105933	1997-09-13	10.0	A
USGS	01105933	1997-09-14	7.90	A
USGS	01105933	1997-09-15	6.10	A
USGS	01105933	1997-09-16	5.10	A
USGS	01105933	1997-09-17	4.50	A
USGS	01105933	1997-09-18	4.00	A
USGS	01105933	1997-09-19	3.80	A
USGS	01105933	1997-09-20	3.70	A
USGS	01105933	1997-09-21	4.00	A
USGS	01105933	1997-09-22	3.50	A
USGS	01105933	1997-09-23	3.30	A
USGS	01105933	1997-09-24	3.20	A
USGS	01105933	1997-09-25	3.00	A
USGS	01105933	1997-09-26	2.70	A
USGS	01105933	1997-09-27	2.50	A
USGS	01105933	1997-09-28	2.40	A
USGS	01105933	1997-09-29	3.70	A
USGS	01105933	1997-09-30	4.60	A
USGS	01105933	1997-10-01	3.20	A
USGS	01105933	1997-10-02	2.30	A
USGS	01105933	1997-10-03	2.00	A
USGS	01105933	1997-10-04	2.60	A
USGS	01105933	1997-10-05	2.60	A
USGS	01105933	1997-10-06	2.60	A
USGS	01105933	1997-10-07	2.30	A
USGS	01105933	1997-10-08	1.80	A
USGS	01105933	1997-10-09	1.60	A
USGS	01105933	1997-10-10	1.40	A
USGS	01105933	1997-10-11	0.91	A
USGS	01105933	1997-10-12	0.95	A
USGS	01105933	1997-10-13	1.00	A
USGS	01105933	1997-10-14	1.00	A
USGS	01105933	1997-10-15	0.97	A
USGS	01105933	1997-10-16	1.30	A
USGS	01105933	1997-10-17	2.10	A
USGS	01105933	1997-10-18	1.90	A
USGS	01105933	1997-10-19	1.90	A
USGS	01105933	1997-10-20	2.00	A
USGS	01105933	1997-10-21	2.00	A
USGS	01105933	1997-10-22	1.80	A
USGS	01105933	1997-10-23	1.70	A
USGS	01105933	1997-10-24	1.70	A
USGS	01105933	1997-10-25	4.30	A
USGS	01105933	1997-10-26	11.0	A
USGS	01105933	1997-10-27	20.0	A
USGS	01105933	1997-10-28	18.0	A
USGS	01105933	1997-10-29	12.0	A
USGS	01105933	1997-10-30	8.40	A
USGS	01105933	1997-10-31	5.70	A
USGS	01105933	1997-11-01	9.00	A
USGS	01105933	1997-11-02	58.0	A
USGS	01105933	1997-11-03	80.0	A
USGS	01105933	1997-11-04	76.0	A
USGS	01105933	1997-11-05	67.0	A
USGS	01105933	1997-11-06	52.0	A
USGS	01105933	1997-11-07	41.0	A
USGS	01105933	1997-11-08	40.0	A
USGS	01105933	1997-11-09	58.0	A
USGS	01105933	1997-11-10	80.0	A
USGS	01105933	1997-11-11	82.0	A
USGS	01105933	1997-11-12	72.0	A
USGS	01105933	1997-11-13	60.0	A
USGS	01105933	1997-11-14	53.0	A
USGS	01105933	1997-11-15	63.0	A
USGS	01105933	1997-11-16	70.0	A
USGS	01105933	1997-11-17	66.0	A
USGS	01105933	1997-11-18	59.0	A
USGS	01105933	1997-11-19	51.0	A
USGS	01105933	1997-11-20	44.0	A
USGS	01105933	1997-11-21	38.0	A
USGS	01105933	1997-11-22	43.0	A
USGS	01105933	1997-11-23	50.0	A
USGS	01105933	1997-11-24	50.0	A
USGS	01105933	1997-11-25	46.0	A
USGS	01105933	1997-11-26	40.0	A
USGS	01105933	1997-11-27	39.0	A
USGS	01105933	1997-11-28	35.0	A
USGS	01105933	1997-11-29	33.0	A
USGS	01105933	1997-11-30	30.0	A
USGS	01105933	1997-12-01	38.0	A
USGS	01105933	1997-12-02	45.0	A
USGS	01105933	1997-12-03	40.0	A
USGS	01105933	1997-12-04	36.0	A
USGS	01105933	1997-12-05	34.0	A
USGS	01105933	1997-12-06	36.0	A
USGS	01105933	1997-12-07	33.0	A
USGS	01105933	1997-12-08	31.0	A
USGS	01105933	1997-12-09	28.0	A
USGS	01105933	1997-12-10	27.0	A
USGS	01105933	1997-12-11	37.0	A
USGS	01105933	1997-12-12	36.0	A
USGS	01105933	1997-12-13	33.0	A
USGS	01105933	1997-12-14	30.0	A
USGS	01105933	1997-12-15	26.0	A
USGS	01105933	1997-12-16	25.0	A
USGS	01105933	1997-12-17	24.0	A
USGS	01105933	1997-12-18	23.0	A
USGS	01105933	1997-12-19	22.0	A
USGS	01105933	1997-12-20	22.0	A
USGS	01105933	1997-12-21	21.0	A
USGS	01105933	1997-12-22	19.0	A
USGS	01105933	1997-12-23	32.0	A
USGS	01105933	1997-12-24	59.0	A
USGS	01105933	1997-12-25	63.0	A
USGS	01105933	1997-12-26	76.0	A
USGS	01105933	1997-12-27	72.0	A
USGS	01105933	1997-12-28	65.0	A
USGS	01105933	1997-12-29	59.0	A
USGS	01105933	1997-12-30	61.0	A
USGS	01105933	1997-12-31	67.0	A
USGS	01105933	1998-01-01	63.0	A
USGS	01105933	1998-01-02	56.0	A
USGS	01105933	1998-01-03	49.0	A
USGS	01105933	1998-01-04	45.0	A
USGS	01105933	1998-01-05	41.0	A
USGS	01105933	1998-01-06	39.0	A
USGS	01105933	1998-01-07	43.0	A
USGS	01105933	1998-01-08	65.0	A
USGS	01105933	1998-01-09	96.0	A
USGS	01105933	1998-01-10	121	A
USGS	01105933	1998-01-11	111	A
USGS	01105933	1998-01-12	93.0	A
USGS	01105933	1998-01-13	80.0	A
USGS	01105933	1998-01-14	74.0	A
USGS	01105933	1998-01-15	67.0	A
USGS	01105933	1998-01-16	86.0	A
USGS	01105933	1998-01-17	131	A
USGS	01105933	1998-01-18	126	A
USGS	01105933	1998-01-19	107	A
USGS	01105933	1998-01-20	88.0	A
USGS	01105933	1998-01-21	76.0	A
USGS	01105933	1998-01-22	67.0	A
USGS	01105933	1998-01-23	61.0	A
USGS	01105933	1998-01-24	142	A
USGS	01105933	1998-01-25	355	A
USGS	01105933	1998-01-26	375	A
USGS	01105933	1998-01-27	315	A
USGS	01105933	1998-01-28	249	A
USGS	01105933	1998-01-29	199	A
USGS	01105933	1998-01-30	163	A
USGS	01105933	1998-01-31	139	A
USGS	01105933	1998-02-01	115	A
USGS	01105933	1998-02-02	95.0	A
USGS	01105933	1998-02-03	80.0	A
USGS	01105933	1998-02-04	71.0	A
USGS	01105933	1998-02-05	73.0	A
USGS	01105933	1998-02-06	92.0	A
USGS	01105933	1998-02-07	95.0	A
USGS	01105933	1998-02-08	85.0	A
USGS	01105933	1998-02-09	73.0	A
USGS	01105933	1998-02-10	64.0	A
USGS	01105933	1998-02-11	58.0	A
USGS	01105933	1998-02-12	71.0	A
USGS	01105933	1998-02-13	104	A
USGS	01105933	1998-02-14	104	A
USGS	01105933	1998-02-15	88.0	A
USGS	01105933	1998-02-16	72.0	A
USGS	01105933	1998-02-17	61.0	A
USGS	01105933	1998-02-18	124	A
USGS	01105933	1998-02-19	291	A
USGS	01105933	1998-02-20	289	A
USGS	01105933	1998-02-21	240	A
USGS	01105933	1998-02-22	192	A
USGS	01105933	1998-02-23	153	A
USGS	01105933	1998-02-24	182	A
USGS	01105933	1998-02-25	340	A
USGS	01105933	1998-02-26	339	A
USGS	01105933	1998-02-27	280	A
USGS	01105933	1998-02-28	225	A
USGS	01105933	1998-03-01	201	A
USGS	01105933	1998-03-02	179	A
USGS	01105933	1998-03-03	151	A
USGS	01105933	1998-03-04	130	A
USGS	01105933	1998-03-05	110	A
USGS	01105933	1998-03-06	94.0	A
USGS	01105933	1998-03-07	81.0	A
USGS	01105933	1998-03-08	72.0	A
USGS	01105933	1998-03-09	101	A
USGS	01105933	1998-03-10	232	A
USGS	01105933	1998-03-11	252	A
USGS	01105933	1998-03-12	208	A
USGS	01105933	1998-03-13	165	A
USGS	01105933	1998-03-14	138	A
USGS	01105933	1998-03-15	112	A
USGS	01105933	1998-03-16	91.0	A
USGS	01105933	1998-03-17	77.0	A
USGS	01105933	1998-03-18	67.0	A
USGS	01105933	1998-03-19	84.0	A
USGS	01105933	1998-03-20	169	A
USGS	01105933	1998-03-21	175	A
USGS	01105933	1998-03-22	167	A
USGS	01105933	1998-03-23	162	A
USGS	01105933	1998-03-24	144	A
USGS	01105933	1998-03-25	120	A
USGS	01105933	1998-03-26	98.0	A
USGS	01105933	1998-03-27	83.0	A
USGS	01105933	1998-03-28	73.0	A
USGS	01105933	1998-03-29	64.0	A
USGS	01105933	1998-03-30	56.0	A
USGS	01105933	1998-03-31	51.0	A
USGS	01105933	1998-04-01	50.0	A
USGS	01105933	1998-04-02	153	A
USGS	01105933	1998-04-03	207	A
USGS	01105933	1998-04-04	176	A
USGS	01105933	1998-04-05	143	A
USGS	01105933	1998-04-06	116	A
USGS	01105933	1998-04-07	92.0	A
USGS	01105933	1998-04-08	74.0	A
USGS	01105933	1998-04-09	64.0	A
USGS	01105933	1998-04-10	91.0	A
USGS	01105933	1998-04-11	131	A
USGS	01105933	1998-04-12	128	A
USGS	01105933	1998-04-13	107	A
USGS	01105933	1998-04-14	87.0	A
USGS	01105933	1998-04-15	72.0	A
USGS	01105933	1998-04-16	61.0	A
USGS	01105933	1998-04-17	57.0	A
USGS	01105933	1998-04-18	80.0	A
USGS	01105933	1998-04-19	85.0	A
USGS	01105933	1998-04-20	79.0	A
USGS	01105933	1998-04-21	76.0	A
USGS	01105933	1998-04-22	70.0	A
USGS	01105933	1998-04-23	66.0	A
USGS	01105933	1998-04-24	99.0	A
USGS	01105933	1998-04-25	116	A
USGS	01105933	1998-04-26	108	A
USGS	01105933	1998-04-27	100	A
USGS	01105933	1998-04-28	90.0	A
USGS	01105933	1998-04-29	77.0	A
USGS	01105933	1998-04-30	64.0	A
USGS	01105933	1998-05-01	54.0	A
USGS	01105933	1998-05-02	69.0	A
USGS	01105933	1998-05-03	86.0	A
USGS	01105933	1998-05-04	82.0	A
USGS	01105933	1998-05-05	70.0	A
USGS	01105933	1998-05-06	80.0	A
USGS	01105933	1998-05-07	138	A
USGS	01105933	1998-05-08	159	A
USGS	01105933	1998-05-09	151	A
USGS	01105933	1998-05-10	166	A
USGS	01105933	1998-05-11	239	A
USGS	01105933	1998-05-12	238	A
USGS	01105933	1998-05-13	203	A
USGS	01105933	1998-05-14	169	A
USGS	01105933	1998-05-15	139	A
USGS	01105933	1998-05-16	107	A
USGS	01105933	1998-05-17	79.0	A
USGS	01105933	1998-05-18	65.0	A
USGS	01105933	1998-05-19	54.0	A
USGS	01105933	1998-05-20	46.0	A
USGS	01105933	1998-05-21	41.0	A
USGS	01105933	1998-05-22	38.0	A
USGS	01105933	1998-05-23	35.0	A
USGS	01105933	1998-05-24	32.0	A
USGS	01105933	1998-05-25	30.0	A
USGS	01105933	1998-05-26	30.0	A
USGS	01105933	1998-05-27	28.0	A
USGS	01105933	1998-05-28	26.0	A
USGS	01105933	1998-05-29	24.0	A
USGS	01105933	1998-05-30	24.0	A
USGS	01105933	1998-05-31	22.0	A
USGS	01105933	1998-06-01	33.0	A
USGS	01105933	1998-06-02	31.0	A
USGS	01105933	1998-06-03	32.0	A
USGS	01105933	1998-06-04	28.0	A
USGS	01105933	1998-06-05	24.0	A
USGS	01105933	1998-06-06	20.0	A
USGS	01105933	1998-06-07	18.0	A
USGS	01105933	1998-06-08	18.0	A
USGS	01105933	1998-06-09	18.0	A
USGS	01105933	1998-06-10	16.0	A
USGS	01105933	1998-06-11	15.0	A
USGS	01105933	1998-06-12	14.0	A
USGS	01105933	1998-06-13	40.0	A
USGS	01105933	1998-06-14	215	A
USGS	01105933	1998-06-15	425	A
USGS	01105933	1998-06-16	483	A
USGS	01105933	1998-06-17	450	A
USGS	01105933	1998-06-18	362	A
USGS	01105933	1998-06-19	267	A
USGS	01105933	1998-06-20	186	A
USGS	01105933	1998-06-21	146	A
USGS	01105933	1998-06-22	113	A
USGS	01105933	1998-06-23	81.0	A
USGS	01105933	1998-06-24	64.0	A
USGS	01105933	1998-06-25	52.0	A
USGS	01105933	1998-06-26	44.0	A
USGS	01105933	1998-06-27	73.0	A
USGS	01105933	1998-06-28	73.0	A
USGS	01105933	1998-06-29	52.0	A
USGS	01105933	1998-06-30	67.0	A
USGS	01105933	1998-07-01	175	A
USGS	01105933	1998-07-02	199	A
USGS	01105933	1998-07-03	162	A
USGS	01105933	1998-07-04	125	A
USGS	01105933	1998-07-05	92.0	A
USGS	01105933	1998-07-06	68.0	A
USGS	01105933	1998-07-07	48.0	A
USGS	01105933	1998-07-08	39.0	A
USGS	01105933	1998-07-09	36.0	A
USGS	01105933	1998-07-10	32.0	A
USGS	01105933	1998-07-11	29.0	A
USGS	01105933	1998-07-12	26.0	A
USGS	01105933	1998-07-13	24.0	A
USGS	01105933	1998-07-14	22.0	A
USGS	01105933	1998-07-15	20.0	A
USGS	01105933	1998-07-16	19.0	A
USGS	01105933	1998-07-17	18.0	A
USGS	01105933	1998-07-18	17.0	A
USGS	01105933	1998-07-19	16.0	A
USGS	01105933	1998-07-20	15.0	A
USGS	01105933	1998-07-21	15.0	A
USGS	01105933	1998-07-22	13.0	A
USGS	01105933	1998-07-23	12.0	A
USGS	01105933	1998-07-24	13.0	A
USGS	01105933	1998-07-25	10.0	A
USGS	01105933	1998-07-26	8.70	A
USGS	01105933	1998-07-27	7.60	A
USGS	01105933	1998-07-28	6.90	A
USGS	01105933	1998-07-29	6.80	A
USGS	01105933	1998-07-30	9.00	A
USGS	01105933	1998-07-31	11.0	A
USGS	01105933	1998-08-01	12.0	A
USGS	01105933	1998-08-02	8.70	A
USGS	01105933	1998-08-03	6.50	A
USGS	01105933	1998-08-04	5.20	A
USGS	01105933	1998-08-05	4.50	A
USGS	01105933	1998-08-06	3.90	A
USGS	01105933	1998-08-07	3.50	A
USGS	01105933	1998-08-08	3.10	A
USGS	01105933	1998-08-09	2.70	A
USGS	01105933	1998-08-10	2.60	A
USGS	01105933	1998-08-11	14.0	A
USGS	01105933	1998-08-12	16.0	A
USGS	01105933	1998-08-13	11.0	A
USGS	01105933	1998-08-14	7.10	A
USGS	01105933	1998-08-15	5.20	A
USGS	01105933	1998-08-16	4.10	A
USGS	01105933	1998-08-17	15.0	A
USGS	01105933	1998-08-18	36.0	A
USGS	01105933	1998-08-19	36.0	A
USGS	01105933	1998-08-20	29.0	A
USGS	01105933	1998-08-21	22.0	A
USGS	01105933	1998-08-22	18.0	A
USGS	01105933	1998-08-23	12.0	A
USGS	01105933	1998-08-24	9.60	A
USGS	01105933	1998-08-25	8.80	A
USGS	01105933	1998-08-26	14.0	A
USGS	01105933	1998-08-27	17.0	A
USGS	01105933	1998-08-28	14.0	A
USGS	01105933	1998-08-29	21.0	A
USGS	01105933	1998-08-30	21.0	A
USGS	01105933	1998-08-31	17.0	A
USGS	01105933	1998-09-01	15.0	A
USGS	01105933	1998-09-02	12.0	A
USGS	01105933	1998-09-03	9.70	A
USGS	01105933	1998-09-04	8.20	A
USGS	01105933	1998-09-05	7.00	A
USGS	01105933	1998-09-06	6.00	A
USGS	01105933	1998-09-07	5.90	A
USGS	01105933	1998-09-08	18.0	A
USGS	01105933	1998-09-09	16.0	A
USGS	01105933	1998-09-10	12.0	A
USGS	01105933	1998-09-11	7.60	A
USGS	01105933	1998-09-12	5.70	A
USGS	01105933	1998-09-13	5.00	A
USGS	01105933	1998-09-14	4.30	A
USGS	01105933	1998-09-15	4.40	A
USGS	01105933	1998-09-16	4.20	A
USGS	01105933	1998-09-17	4.20	A
USGS	01105933	1998-09-18	3.70	A
USGS	01105933	1998-09-19	3.10	A
USGS	01105933	1998-09-20	2.90	A
USGS	01105933	1998-09-21	2.80	A
USGS	01105933	1998-09-22	20.0	A
USGS	01105933	1998-09-23	20.0	A
USGS	01105933	1998-09-24	14.0	A
USGS	01105933	1998-09-25	9.00	A
USGS	01105933	1998-09-26	7.30	A
USGS	01105933	1998-09-27	6.70	A
USGS	01105933	1998-09-28	6.10	A
USGS	01105933	1998-09-29	5.00	A
USGS	01105933	1998-09-30	4.20	A
USGS	01105933	1998-10-01	4.70	A
USGS	01105933	1998-10-02	5.10	A
USGS	01105933	1998-10-03	4.30	A
USGS	01105933	1998-10-04	4.30	A
USGS	01105933	1998-10-05	4.60	A
USGS	01105933	1998-10-06	3.80	A
USGS	01105933	1998-10-07	3.60	A
USGS	01105933	1998-10-08	4.50	A
USGS	01105933	1998-10-09	28.0	A
USGS	01105933	1998-10-10	58.0	A
USGS	01105933	1998-10-11	122	A
USGS	01105933	1998-10-12	135	A
USGS	01105933	1998-10-13	114	A
USGS	01105933	1998-10-14	82.0	A
USGS	01105933	1998-10-15	66.0	A
USGS	01105933	1998-10-16	58.0	A
USGS	01105933	1998-10-17	50.0	A
USGS	01105933	1998-10-18	40.0	A
USGS	01105933	1998-10-19	32.0	A
USGS	01105933	1998-10-20	27.0	A
USGS	01105933	1998-10-21	24.0	A
USGS	01105933	1998-10-22	22.0	A
USGS	01105933	1998-10-23	20.0	A
USGS	01105933	1998-10-24	19.0	A
USGS	01105933	1998-10-25	18.0	A
USGS	01105933	1998-10-26	16.0	A
USGS	01105933	1998-10-27	16.0	A
USGS	01105933	1998-10-28	15.0	A
USGS	01105933	1998-10-29	27.0	A
USGS	01105933	1998-10-30	24.0	A
USGS	01105933	1998-10-31	20.0	A
USGS	01105933	1998-11-01	17.0	A
USGS	01105933	1998-11-02	15.0	A
USGS	01105933	1998-11-03	14.0	A
USGS	01105933	1998-11-04	13.0	A
USGS	01105933	1998-11-05	12.0	A
USGS	01105933	1998-11-06	11.0	A
USGS	01105933	1998-11-07	11.0	A
USGS	01105933	1998-11-08	10.0	A
USGS	01105933	1998-11-09	9.20	A
USGS	01105933	1998-11-10	8.70	A
USGS	01105933	1998-11-11	16.0	A
USGS	01105933	1998-11-12	28.0	A
USGS	01105933	1998-11-13	25.0	A
USGS	01105933	1998-11-14	21.0	A
USGS	01105933	1998-11-15	18.0	A
USGS	01105933	1998-11-16	16.0	A
USGS	01105933	1998-11-17	22.0	A
USGS	01105933	1998-11-18	52.0	A
USGS	01105933	1998-11-19	46.0	A
USGS	01105933	1998-11-20	36.0	A
USGS	01105933	1998-11-21	38.0	A
USGS	01105933	1998-11-22	34.0	A
USGS	01105933	1998-11-23	30.0	A
USGS	01105933	1998-11-24	27.0	A
USGS	01105933	1998-11-25	25.0	A
USGS	01105933	1998-11-26	25.0	A
USGS	01105933	1998-11-27	29.0	A
USGS	01105933	1998-11-28	27.0	A
USGS	01105933	1998-11-29	25.0	A
USGS	01105933	1998-11-30	23.0	A
USGS	01105933	1998-12-01	22.0	A
USGS	01105933	1998-12-02	21.0	A
USGS	01105933	1998-12-03	20.0	A
USGS	01105933	1998-12-04	20.0	A
USGS	01105933	1998-12-05	18.0	A
USGS	01105933	1998-12-06	17.0	A
USGS	01105933	1998-12-07	16.0	A
USGS	01105933	1998-12-08	16.0	A
USGS	01105933	1998-12-09	17.0	A
USGS	01105933	1998-12-10	16.0	A
USGS	01105933	1998-12-11	15.0	A
USGS	01105933	1998-12-12	14.0	A
USGS	01105933	1998-12-13	14.0	A
USGS	01105933	1998-12-14	13.0	A
USGS	01105933	1998-12-15	12.0	A
USGS	01105933	1998-12-16	12.0	A
USGS	01105933	1998-12-17	12.0	A
USGS	01105933	1998-12-18	12.0	A
USGS	01105933	1998-12-19	11.0	A
USGS	01105933	1998-12-20	11.0	A
USGS	01105933	1998-12-21	11.0	A
USGS	01105933	1998-12-22	12.0	A
USGS	01105933	1998-12-23	11.0	A
USGS	01105933	1998-12-24	11.0	A
USGS	01105933	1998-12-25	11.0	A
USGS	01105933	1998-12-26	10.0	A
USGS	01105933	1998-12-27	10.0	A
USGS	01105933	1998-12-28	13.0	A
USGS	01105933	1998-12-29	27.0	A
USGS	01105933	1998-12-30	39.0	A
USGS	01105933	1998-12-31	34.0	A
USGS	01105933	1999-01-01	27.0	A
USGS	01105933	1999-01-02	18.0	A
USGS	01105933	1999-01-03	23.0	A
USGS	01105933	1999-01-04	67.0	A
USGS	01105933	1999-01-05	74.0	A
USGS	01105933	1999-01-06	57.0	A
USGS	01105933	1999-01-07	37.0	A
USGS	01105933	1999-01-08	32.0	A
USGS	01105933	1999-01-09	58.0	A
USGS	01105933	1999-01-10	90.0	A
USGS	01105933	1999-01-11	90.0	A
USGS	01105933	1999-01-12	73.0	A
USGS	01105933	1999-01-13	57.0	A
USGS	01105933	1999-01-14	45.0	A
USGS	01105933	1999-01-15	58.0	A
USGS	01105933	1999-01-16	118	A
USGS	01105933	1999-01-17	133	A
USGS	01105933	1999-01-18	117	A
USGS	01105933	1999-01-19	112	A
USGS	01105933	1999-01-20	115	A
USGS	01105933	1999-01-21	105	A
USGS	01105933	1999-01-22	92.0	A
USGS	01105933	1999-01-23	78.0	A
USGS	01105933	1999-01-24	72.0	A
USGS	01105933	1999-01-25	99.0	A
USGS	01105933	1999-01-26	108	A
USGS	01105933	1999-01-27	96.0	A
USGS	01105933	1999-01-28	79.0	A
USGS	01105933	1999-01-29	68.0	A
USGS	01105933	1999-01-30	57.0	A
USGS	01105933	1999-01-31	47.0	A
USGS	01105933	1999-02-01	38.0	A
USGS	01105933	1999-02-02	37.0	A
USGS	01105933	1999-02-03	120	A
USGS	01105933	1999-02-04	193	A
USGS	01105933	1999-02-05	183	A
USGS	01105933	1999-02-06	157	A
USGS	01105933	1999-02-07	136	A
USGS	01105933	1999-02-08	113	A
USGS	01105933	1999-02-09	90.0	A
USGS	01105933	1999-02-10	74.0	A
USGS	01105933	1999-02-11	61.0	A
USGS	01105933	1999-02-12	52.0	A
USGS	01105933	1999-02-13	51.0	A
USGS	01105933	1999-02-14	49.0	A
USGS	01105933	1999-02-15	43.0	A
USGS	01105933	1999-02-16	38.0	A
USGS	01105933	1999-02-17	36.0	A
USGS	01105933	1999-02-18	40.0	A
USGS	01105933	1999-02-19	65.0	A
USGS	01105933	1999-02-20	67.0	A
USGS	01105933	1999-02-21	58.0	A
USGS	01105933	1999-02-22	47.0	A
USGS	01105933	1999-02-23	38.0	A
USGS	01105933	1999-02-24	33.0	A
USGS	01105933	1999-02-25	32.0	A
USGS	01105933	1999-02-26	32.0	A
USGS	01105933	1999-02-27	34.0	A
USGS	01105933	1999-02-28	40.0	A
USGS	01105933	1999-03-01	163	A
USGS	01105933	1999-03-02	253	A
USGS	01105933	1999-03-03	229	A
USGS	01105933	1999-03-04	200	A
USGS	01105933	1999-03-05	177	A
USGS	01105933	1999-03-06	150	A
USGS	01105933	1999-03-07	164	A
USGS	01105933	1999-03-08	165	A
USGS	01105933	1999-03-09	145	A
USGS	01105933	1999-03-10	120	A
USGS	01105933	1999-03-11	97.0	A
USGS	01105933	1999-03-12	80.0	A
USGS	01105933	1999-03-13	71.0	A
USGS	01105933	1999-03-14	63.0	A
USGS	01105933	1999-03-15	60.0	A
USGS	01105933	1999-03-16	69.0	A
USGS	01105933	1999-03-17	84.0	A
USGS	01105933	1999-03-18	102	A
USGS	01105933	1999-03-19	106	A
USGS	01105933	1999-03-20	93.0	A
USGS	01105933	1999-03-21	78.0	A
USGS	01105933	1999-03-22	70.0	A
USGS	01105933	1999-03-23	66.0	A
USGS	01105933	1999-03-24	61.0	A
USGS	01105933	1999-03-25	73.0	A
